<ticker>,<per>,<date>,<open>,<high>,<low>,<close>,<vol>
HYXE,D,20170824,51.88,51.88,51.88,51.88,0
HYZD,D,20170824,23.85,23.95,23.85,23.9,31900
HZNP,D,20170824,12.97,13.49,12.95,13.35,1800900
IAC,D,20170824,104.86,105.37,103.53,105.03,219900
IART,D,20170824,50.24,50.61,50,50,555300
IBB,D,20170824,309.81,313.51,308.76,312.87,661800
IBCP,D,20170824,20.4,20.5,20.275,20.35,63100
IBKC,D,20170824,76.95,77,76.1,76.75,167600
IBKCO,D,20170824,28.18,28.18,28.18,28.18,1100
IBKCP,D,20170824,27.91,28.84,27.88,28.09,5200
IBKR,D,20170824,41.77,42.25,41.41,42.15,635700
IBOC,D,20170824,36,36.05,35.5,36,105400
IBTX,D,20170824,56.7,57.2,56.25,57,44900
IBUY,D,20170824,35.27,35.34,34.95,35.01,46300
ICAD,D,20170824,3.4,3.475,3.35,3.41,75800
ICBK,D,20170824,25.81,25.81,25.4,25.68,2000
ICCC,D,20170824,6.115,6.3,6.08,6.28,14200
ICFI,D,20170824,43.95,44.15,43.4,43.5,61400
ICHR,D,20170824,20,20.17,19.83,19.91,339400
ICLN,D,20170824,9.04,9.08,8.98,9.02,20300
ICLR,D,20170824,107.25,107.8,106.455,107.51,147600
ICON,D,20170824,5.16,5.3,5.16,5.27,396400
ICPT,D,20170824,107.16,111.26,106.785,110.89,285400
ICUI,D,20170824,169.05,169.2,167.9,167.95,52300
IDCC,D,20170824,71.8,71.95,70.25,70.4,225000
IDLB,D,20170824,28.39,28.53,28.39,28.53,3100
IDRA,D,20170824,1.74,1.8,1.74,1.79,431000
IDSA,D,20170824,1.67,1.83,1.67,1.81,26800
IDSY,D,20170824,6.4,6.4,6.3,6.39,39000
IDTI,D,20170824,24.06,24.16,23.74,23.85,1189300
IDXG,D,20170824,1.28,1.29,1.22,1.255,1276900
IDXX,D,20170824,153.5,154.55,152.29,152.57,424500
IEF,D,20170824,107.63,107.75,107.57,107.63,2520900
IEI,D,20170824,124.34,124.4,124.27,124.28,650800
IEP,D,20170824,50.86,51.23,50.59,50.69,50000
IESC,D,20170824,15,15.1,14.8,14.9,27500
IEUS,D,20170824,53.55,53.64,53.4,53.45,11700
IFEU,D,20170824,38.28,38.28,38.26,38.26,700
IFGL,D,20170824,29.25,29.28,29.17,29.17,42800
IFMK,D,20170824,12.22,12.45,11.6,12.45,3300
IFON,D,20170824,0.39,0.4,0.37,0.38,191600
IFV,D,20170824,20.92,20.95,20.83,20.87,123000
IGF,D,20170824,45.79,45.85,45.66,45.73,87500
IGLD,D,20170824,7.35,7.44,7.26,7.35,3900
IGOV,D,20170824,99.27,99.37,99.19,99.21,48400
III,D,20170824,3.74,3.8,3.69,3.73,33700
IIIN,D,20170824,25.04,25.18,24.89,24.99,83700
IIJI,D,20170824,9.06,9.13,9,9.02,2700
IIN,D,20170824,8.6,8.69,8.5,8.55,11300
IIVI,D,20170824,35.5,36.25,35.2,35.35,4857300
IJT,D,20170824,151.67,151.97,150.93,151.19,59700
IKNX,D,20170824,8.7,8.9,8.55,8.55,2100
ILG,D,20170824,26.52,26.67,26.405,26.43,377400
ILMN,D,20170824,193.2,194.6,191.43,193.96,613000
IMDZ,D,20170824,8.85,8.85,8.3,8.4,192000
IMGN,D,20170824,6.59,6.85,6.54,6.82,3431600
IMI,D,20170824,0.868,0.895,0.86,0.89,9500
IMKTA,D,20170824,23.9,24.645,23.05,23.15,230500
IMMR,D,20170824,7.27,7.39,7.09,7.21,168100
IMMU,D,20170824,9.75,10.68,9.75,10.68,7801100
IMMY,D,20170824,2,2.05,1.98,2.03,178900
IMNP,D,20170824,1.3,1.67,1.15,1.45,12505000
IMOS,D,20170824,17.03,17.15,17,17.02,43800
IMPV,D,20170824,43.6,43.875,43.15,43.7,338700
IMRN,D,20170824,6.2,6.5,5.96,6.09,18000
INAP,D,20170824,4.34,4.4,4.27,4.37,411100
INBK,D,20170824,30.55,30.6,30.3,30.6,10100
INBKL,D,20170824,26.22,26.22,26.22,26.22,0
INCR,D,20170824,56.8,56.9,55.9,56.15,464200
INCY,D,20170824,124.15,124.41,122.47,123.82,703800
INDB,D,20170824,69.35,69.95,69.25,69.95,73300
INDUU,D,20170824,10.09,10.1,10.09,10.1,500
INDY,D,20170824,35.25,35.25,35.11,35.18,197800
INFI,D,20170824,0.96,0.98,0.93,0.95,526400
INFN,D,20170824,8.67,8.76,8.555,8.66,1223400
INFO,D,20170824,46.41,46.76,46.29,46.56,1330200
INFR,D,20170824,29.44,29.67,29.43,29.43,700
INGN,D,20170824,94.33,94.33,93.04,93.51,89200
INO,D,20170824,5.64,5.81,5.56,5.79,2061900
INOD,D,20170824,1.5,1.55,1.5,1.5,3500
INOV,D,20170824,13.1,13.175,13,13.1,168300
INPX,D,20170824,0.27,0.28,0.25,0.26,1669600
INSE,D,20170824,11.65,12.05,10.9,11,21800
INSG,D,20170824,1.18,1.35,1.14,1.16,492000
INSM,D,20170824,12.7,12.895,12.58,12.84,316900
INSY,D,20170824,9.12,9.6,9.07,9.43,595600
INTC,D,20170824,34.7,34.89,34.55,34.71,14301800
INTG,D,20170824,25,25,25,25,100
INTL,D,20170824,36.69,36.81,36.02,36.06,49500
INTU,D,20170824,135.27,135.8,133.71,135.33,1944100
INTX,D,20170824,3.2,3.39,3.12,3.39,14600
INVA,D,20170824,12.6,12.79,12.6,12.77,417400
INVE,D,20170824,4.91,4.91,4.81,4.86,26200
INWK,D,20170824,10.25,10.36,10.2,10.27,357300
IONS,D,20170824,48.53,49.64,48.01,49.45,677500
IOSP,D,20170824,56.7,56.85,56.25,56.45,52200
IOTS,D,20170824,6.95,7.15,6.5,6.85,521200
IOVA,D,20170824,5.1,5.5,5.1,5.4,348000
IPAR,D,20170824,38.6,38.7,38.45,38.6,33500
IPAS,D,20170824,0.6,0.6,0.585,0.592,119300
IPCC,D,20170824,92.7,92.95,92.4,92.65,21000
IPCI,D,20170824,0.99,0.99,0.9,0.93,114600
IPDN,D,20170824,6.1,6.1,5.04,5.4,83300
IPGP,D,20170824,164.59,166.08,164.55,165.49,202600
IPHS,D,20170824,44.48,44.63,44.195,44.36,57800
IPKW,D,20170824,33.88,34.08,33.88,34.02,13700
IPWR,D,20170824,2.35,2.48,2.25,2.48,86400
IPXL,D,20170824,18.05,18.4,17.95,18.05,791100
IRBT,D,20170824,92.89,93.425,90.16,90.69,659800
IRDM,D,20170824,10.3,10.5,10.2,10.4,737100
IRDMB,D,20170824,356.41,356.41,356.41,356.41,0
IRIX,D,20170824,8.44,8.65,8.37,8.54,6900
IRMD,D,20170824,10.09,10.1,10,10,7100
IROQ,D,20170824,19.68,19.68,19.68,19.68,500
IRTC,D,20170824,44.75,45.32,44.535,45.06,133200
IRWD,D,20170824,15.14,15.43,15.04,15.34,505400
ISBC,D,20170824,13.04,13.09,13,13.03,1499700
ISCA,D,20170824,34.9,34.975,34.75,34.85,96100
ISHG,D,20170824,84.36,84.385,84.28,84.385,500
ISIG,D,20170824,1,1,1,1,100
ISM,D,20170824,25.08,25.09,25.02,25.07,3500
ISNS,D,20170824,2.75,2.9,2.75,2.85,20600
ISRG,D,20170824,986.96,991.62,983.2,990.58,231100
ISRL,D,20170824,114,115,114,115,300
ISSC,D,20170824,3.62,3.65,3.42,3.52,38800
ISTB,D,20170824,50.36,50.38,50.35,50.37,173500
ISTR,D,20170824,21.55,21.75,21.5,21.65,21800
ITCI,D,20170824,14.89,15.91,14.55,15.9,1855100
ITEK,D,20170824,1.1,1.1,1.03,1.04,513700
ITEQ,D,20170824,29.31,29.38,29.3,29.37,3600
ITI,D,20170824,6.16,6.16,5.91,5.97,140000
ITIC,D,20170824,179,179,173.6,173.6,2600
ITRI,D,20170824,71.2,72.2,70.8,72.05,134400
ITRN,D,20170824,33.35,34.1,32.8,33.25,49200
ITUS,D,20170824,0.7,0.79,0.69,0.75,196900
IUSB,D,20170824,51.21,51.23,51.17,51.21,197100
IUSG,D,20170824,49.4,49.4,48.97,49.12,192500
IUSV,D,20170824,50.88,50.88,50.54,50.58,178300
IVAC,D,20170824,9.05,9.05,8.65,8.7,90100
IVTY,D,20170824,7,7.6,7,7.6,74600
IXUS,D,20170824,59.48,59.5,59.31,59.34,290200
IXYS,D,20170824,15.7,16.05,15.7,15.9,136700
IZEA,D,20170824,1.79,1.85,1.77,1.78,12700
JACK,D,20170824,97.17,97.69,96,96.2,776200
JAGX,D,20170824,0.39,0.53,0.37,0.49,1062500
JAKK,D,20170824,3.38,3.55,3.35,3.5,55700
JASN,D,20170824,1.17,1.26,1.15,1.21,79400
JASNW,D,20170824,0.051,0.055,0.05,0.051,231900
JASO,D,20170824,6.31,6.4,6.25,6.3,648200
JAZZ,D,20170824,146.94,149.17,146.26,148.32,432100
JBHT,D,20170824,97.17,97.5,96.3,96.56,784000
JBLU,D,20170824,19.75,19.75,19.17,19.34,5862400
JBSS,D,20170824,62.45,66.48,61.94,64.14,277500
JCOM,D,20170824,72.62,72.99,72.04,72.77,289800
JCS,D,20170824,3.85,4,3.64,3.73,48500
JCTCF,D,20170824,13.55,13.75,13.55,13.75,400
JD,D,20170824,42.81,42.96,41.45,42.07,13507700
JJSF,D,20170824,127.12,127.12,125.14,125.3,73700
JKHY,D,20170824,100.51,100.59,99.44,99.58,282300
JKI,D,20170824,146.18,146.18,145.51,145.58,9400
JMBA,D,20170824,9.2,9.35,9.1,9.26,34200
JMU,D,20170824,1.94,1.94,1.77,1.85,4000
JNCE,D,20170824,15.26,15.26,14.62,14.92,127400
JNP,D,20170824,4.65,4.65,4.3,4.5,27700
JOBS,D,20170824,59.55,59.59,57.96,58.4,133200
JOUT,D,20170824,61.7,62,60.87,61.61,43600
JRJC,D,20170824,2.66,2.9,2.66,2.78,465300
JRVR,D,20170824,39.41,39.63,39.2,39.22,103800
JSM,D,20170824,24.11,24.45,24.11,24.33,13700
JSMD,D,20170824,33.76,33.87,33.76,33.87,300
JSML,D,20170824,33,33,33,33,500
JSYN,D,20170824,10.26,10.26,10.26,10.26,0
JSYNR,D,20170824,0.26,0.26,0.26,0.26,0
JSYNU,D,20170824,10.7,10.7,10.7,10.7,0
JTPY,D,20170824,1.95,2,1.9,2,4500
JUNO,D,20170824,28.67,30.6,28.17,30.32,1557200
JVA,D,20170824,3.88,4.01,3.88,3.91,7300
JXSB,D,20170824,30.575,30.575,30.575,30.575,0
JYNT,D,20170824,3.745,3.93,3.745,3.89,27800
KAAC,D,20170824,9.75,9.75,9.75,9.75,0
KAACU,D,20170824,10,10,10,10,0
KAACW,D,20170824,0.9,0.9,0.9,0.9,11200
KALA,D,20170824,21.91,22.5,21.62,21.76,210500
KALU,D,20170824,97.65,97.81,96.61,97.49,141000
KALV,D,20170824,5.99,5.99,5.48,5.84,9800
KANG,D,20170824,14.28,14.36,14.14,14.2,127600
KBAL,D,20170824,16.89,16.95,16.65,16.66,65900
KBLM,D,20170824,9.69,9.72,9.69,9.72,2200
KBLMU,D,20170824,10,10.17,10,10.17,507800
KBLMW,D,20170824,0.2,0.2,0.2,0.2,2000
KBSF,D,20170824,1.64,1.64,1.64,1.64,800
KBWB,D,20170824,48.71,48.79,48.48,48.67,161700
KBWD,D,20170824,23.42,23.47,23.36,23.4,39700
KBWP,D,20170824,59.65,59.65,58.65,58.65,20100
KBWR,D,20170824,50.37,50.41,50.06,50.35,5400
KBWY,D,20170824,36.11,36.38,36.02,36.04,176600
KCAP,D,20170824,3.33,3.35,3.32,3.35,74600
KE,D,20170824,18.5,18.6,18.35,18.45,28400
KELYA,D,20170824,21.25,21.4,21.15,21.28,70100
KEQU,D,20170824,25.45,25.6,25.45,25.55,1700
KERX,D,20170824,6.89,6.99,6.76,6.88,754500
KEYW,D,20170824,7.73,7.88,7.66,7.69,199900
KFFB,D,20170824,9.795,9.795,9.795,9.795,0
KFRC,D,20170824,17.7,17.85,17.55,17.7,62400
KGJI,D,20170824,1.69,1.71,1.66,1.66,46900
KHC,D,20170824,84.5,84.59,82.69,82.8,3438000
KIN,D,20170824,7.25,7.6,7.2,7.55,113600
KINS,D,20170824,15,15.105,14.8,14.85,62600
KIRK,D,20170824,11.05,11.75,11.04,11.66,616600
KITE,D,20170824,139.64,140.778,136.195,140.13,902900
KLAC,D,20170824,91.71,91.86,89.85,90.3,936200
KLIC,D,20170824,18.59,18.72,18.41,18.59,308400
KLXI,D,20170824,46.55,47.965,45.83,47.46,663200
KMDA,D,20170824,4.35,4.5,4.3,4.3,130200
KMPH,D,20170824,2.55,2.72,2.5,2.65,36000
KNDI,D,20170824,3.5,3.65,3.5,3.55,78800
KNSL,D,20170824,38.45,38.45,37.54,37.59,76100
KONA,D,20170824,2.8,2.95,2.7,2.8,203300
KONE,D,20170824,3.24,3.46,3.2,3.425,24700
KOOL,D,20170824,3.25,3.46,3.2,3.2,59000
KOPN,D,20170824,3.71,3.75,3.68,3.71,200600
KOSS,D,20170824,1.65,1.67,1.63,1.64,14400
KPTI,D,20170824,9,9.15,8.81,9.01,122400
KRMA,D,20170824,17.53,17.53,17.53,17.53,300
KRNT,D,20170824,16.15,16.18,15.25,15.35,366300
KRNY,D,20170824,14.2,14.3,14.1,14.2,244000
KTCC,D,20170824,6.75,6.88,6.73,6.86,20200
KTEC,D,20170824,14,14.08,14,14.08,3100
KTOS,D,20170824,12.33,12.8,12.22,12.51,1332800
KTOV,D,20170824,1.8,1.84,1.7,1.76,88000
KTOVW,D,20170824,0.53,0.53,0.5,0.5,5700
KTWO,D,20170824,23.3,23.52,22.94,23.06,288300
KURA,D,20170824,6.75,6.9,6.6,6.85,228300
KVHI,D,20170824,10.7,11.05,10.7,11,20900
KWEB,D,20170824,56.77,56.95,56.19,56.39,420900
LABL,D,20170824,77,78.25,76.7,77.9,99800
LAKE,D,20170824,13.55,13.8,13.35,13.4,69200
LALT,D,20170824,21.57,21.57,21.32,21.32,2300
LAMR,D,20170824,65.58,65.85,64.68,64.77,383200
LANC,D,20170824,116.9,116.9,113.94,115.02,176000
LAND,D,20170824,13.41,13.5,13.31,13.48,38200
LANDP,D,20170824,25.93,26.08,25.93,26.08,200
LARK,D,20170824,29.72,29.92,28.7,28.7,3200
LAUR,D,20170824,14.16,14.34,14.06,14.2,458200
LAWS,D,20170824,21.65,22.6,21.65,22.55,6800
LAYN,D,20170824,9.6,9.75,9.525,9.7,32000
LBAI,D,20170824,18.4,18.5,18.2,18.45,34200
LBIX,D,20170824,0.99,0.99,0.96,0.99,5700
LBRDA,D,20170824,100.09,100.09,98.49,99.51,51300
LBRDK,D,20170824,100.67,100.67,98.58,99.88,553600
LBTYA,D,20170824,33.69,33.76,33.26,33.53,1891800
LBTYB,D,20170824,33.4,33.4,33.4,33.4,600
LBTYK,D,20170824,32.61,32.79,32.3,32.6,1999300
LCA,D,20170824,10.06,10.06,10.06,10.06,0
LCAHU,D,20170824,10.66,10.71,10.66,10.71,7000
LCAHW,D,20170824,0.7,0.7,0.7,0.7,100
LCNB,D,20170824,18.81,19,18.7,18.7,6800
LCUT,D,20170824,16.45,16.9,16.45,16.9,14900
LDRI,D,20170824,24.98,25.06,24.98,25.01,1600
LE,D,20170824,12.05,13.01,12.03,12.9,250500
LECO,D,20170824,85.98,85.98,85.085,85.36,257600
LEDS,D,20170824,1.7,1.76,1.61,1.7,18600
LENS,D,20170824,2.64,2.64,2.64,2.64,0
LEXEA,D,20170824,54.36,54.61,53.9,54.31,107300
LEXEB,D,20170824,53.4,53.4,53.4,53.4,0
LFUS,D,20170824,177.63,178.09,176.24,177.51,88100
LFVN,D,20170824,3.5,3.79,3.48,3.69,100600
LGCY,D,20170824,1.19,1.23,1.14,1.22,197200
LGCYO,D,20170824,4.45,4.6,4.21,4.3,81400
LGCYP,D,20170824,4.68,4.95,4.35,4.44,16200
LGIH,D,20170824,44.98,45.165,43.68,43.74,355300
LGND,D,20170824,127.32,127.32,125.24,126.84,209100
LHCG,D,20170824,63.69,64.35,63.32,63.66,78500
LIFE,D,20170824,2.45,2.65,2.4,2.65,25800
LILA,D,20170824,25.78,26.09,25.67,25.84,242400
LILAK,D,20170824,25.46,25.71,25.35,25.5,625400
LINC,D,20170824,2.93,2.94,2.83,2.92,87800
LIND,D,20170824,10.74,10.915,10.63,10.79,137200
LINDW,D,20170824,1.9,1.9,1.78,1.78,32000
LINK,D,20170824,7.78,7.78,7.78,7.78,0
LINU,D,20170824,0.21,0.29,0.2,0.26,6077000
LION,D,20170824,21.54,21.64,21.27,21.62,54100
LITE,D,20170824,57.15,59.5,56.65,57.45,4238200
LIVE,D,20170824,9.85,9.91,9.54,9.89,3900
LIVN,D,20170824,62.05,62.38,61.5,61.67,303100
LJPC,D,20170824,29.34,31,29.2,30.98,218400
LKFN,D,20170824,43.81,44.11,43.58,44.03,29400
LKOR,D,20170824,53.49,53.49,53.49,53.49,500
LKQ,D,20170824,34.26,34.39,33.89,33.95,1242400
LLIT,D,20170824,1.3,1.38,1.3,1.3,6400
LLNW,D,20170824,3.63,3.69,3.58,3.59,424800
LMAT,D,20170824,34.1,34.32,33.61,34.21,169200
LMB,D,20170824,13.45,13.8,13.3,13.43,17800
LMBS,D,20170824,52.1,52.1,52,52.02,86100
LMFA,D,20170824,3.65,3.65,3.65,3.65,0
LMFAW,D,20170824,0.12,0.12,0.12,0.12,0
LMNR,D,20170824,21.33,21.43,21.15,21.33,15100
LMNX,D,20170824,18.91,19.04,18.81,18.87,94400
LMOS,D,20170824,17.88,17.92,17.865,17.88,162500
LMRK,D,20170824,16.85,16.89,16.16,16.5,115300
LMRKO,D,20170824,25,25.05,24.95,24.95,33600
LMRKP,D,20170824,25.13,25.13,25.06,25.07,5300
LNCE,D,20170824,37.34,37.34,36.38,36.39,462400
LNDC,D,20170824,12.95,13.1,12.95,13.1,42500
LNGR,D,20170824,18.62,18.69,18.6,18.63,13800
LNTH,D,20170824,16.75,17.05,16.6,17,491500
LOAN,D,20170824,5.7,5.7,5.62,5.65,4000
LOB,D,20170824,22.4,22.65,22.35,22.55,85200
LOCO,D,20170824,11.5,11.7,11.45,11.5,245200
LOGI,D,20170824,35.15,35.18,34.71,34.81,218900
LOGM,D,20170824,113.1,113.95,111.55,112.85,421300
LONE,D,20170824,2.95,3.095,2.75,2.97,37300
LOPE,D,20170824,80.54,80.95,78.83,78.87,174300
LORL,D,20170824,42.8,43.35,42.56,42.8,33000
LOXO,D,20170824,76.52,77.99,75.35,77.39,226100
LPCN,D,20170824,4.15,4.25,3.99,4.03,397800
LPLA,D,20170824,46.52,46.54,45.79,45.81,738900
LPNT,D,20170824,56.95,57.4,56.7,56.7,346200
LPSN,D,20170824,13.1,13.15,12.7,12.8,219200
LPTH,D,20170824,2.35,2.48,2.35,2.47,102300
LPTX,D,20170824,5.98,5.99,5.81,5.95,9000
LQDT,D,20170824,5.95,5.95,5.8,5.825,80400
LRAD,D,20170824,1.58,1.68,1.55,1.63,54100
LRCX,D,20170824,162.21,162.8,158.09,158.82,1473700
LSBK,D,20170824,15.7,15.7,15.7,15.7,0
LSCC,D,20170824,5.61,5.72,5.61,5.7,279500
LSTR,D,20170824,82.25,85.95,81.525,81.8,232300
LSXMA,D,20170824,43.4,43.51,43.05,43.37,176600
LSXMB,D,20170824,43.01,44.9,43.01,44.9,200
LSXMK,D,20170824,43.31,43.35,42.87,43.24,259500
LTBR,D,20170824,1.06,1.06,1.01,1.04,36000
LTEA,D,20170824,3.76,3.79,3.69,3.76,77000
LTRPA,D,20170824,12.8,13.6,12.8,13.55,1058100
LTRPB,D,20170824,12.8,13.75,12.8,13.75,900
LTRX,D,20170824,2.45,2.57,2.25,2.44,1137100
LTXB,D,20170824,36.69,36.72,36.09,36.54,114700
LULU,D,20170824,60.75,61.48,59.81,60.02,1898500
LUNA,D,20170824,1.43,1.44,1.37,1.43,510800
LVHD,D,20170824,30.02,30.09,29.99,29.99,23500
LVNTA,D,20170824,60.33,60.33,59.19,60.13,259700
LWAY,D,20170824,9.11,9.33,9.11,9.26,5300
LXRX,D,20170824,14.17,14.43,14.08,14.41,434000
LYTS,D,20170824,5.63,5.69,5.61,5.65,124900
MACK,D,20170824,1.23,1.335,1.23,1.32,1331100
MACQ,D,20170824,10.08,10.08,10.08,10.08,0
MACQW,D,20170824,0.34,0.34,0.34,0.34,500
MAGS,D,20170824,4.83,4.85,4.75,4.85,16900
MAMS,D,20170824,6.81,6.83,6.81,6.81,300
MANH,D,20170824,41.12,41.82,41.01,41.57,380800
MANT,D,20170824,38.64,38.92,38.4,38.58,131100
MAR,D,20170824,100.56,101.03,99.58,99.95,1364900
MARA,D,20170824,0.27,0.31,0.27,0.28,1682100
MARK,D,20170824,2.52,2.58,2.37,2.42,20300
MARPS,D,20170824,3.43,3.7,3.43,3.7,11300
MASI,D,20170824,84.81,85,83.78,84.23,537500
MAT,D,20170824,16.05,16.295,15.93,16.24,7022000
MATR,D,20170824,2.142,2.45,2.105,2.45,101300
MATW,D,20170824,60.45,60.7,59.5,59.65,58700
MB,D,20170824,23,23.2,22.6,23.1,344300
MBB,D,20170824,107.27,107.35,107.24,107.25,470400
MBCN,D,20170824,43.9,43.9,43.9,43.9,700
MBFI,D,20170824,39.54,39.62,39.11,39.6,190200
MBFIP,D,20170824,25.71,25.71,25.71,25.71,600
MBII,D,20170824,1.04,1.08,1.01,1.05,35400
MBIO,D,20170824,11.57,11.75,10.8,10.98,19200
MBOT,D,20170824,1.02,1.08,1.01,1.03,634400
MBRX,D,20170824,2.42,2.43,2.3,2.37,329100
MBSD,D,20170824,24.085,24.085,24.085,24.085,100
MBTF,D,20170824,10,10.1,9.9,10,16600
MBUU,D,20170824,26.65,26.98,26.545,26.82,182300
MBVX,D,20170824,0.49,0.51,0.465,0.48,164300
MBWM,D,20170824,30.25,30.9,30.14,30.79,16300
MCBC,D,20170824,9.36,9.49,9.32,9.48,24500
MCEF,D,20170824,19.12,19.12,19.12,19.12,0
MCEP,D,20170824,0.98,1.01,0.95,0.98,12900
MCFT,D,20170824,17.48,17.65,17.33,17.46,47700
MCHI,D,20170824,61.76,61.79,61.36,61.56,913200
MCHP,D,20170824,82.95,83.49,82.35,82.69,1456700
MCHX,D,20170824,3,3.04,2.98,3.02,25700
MCRB,D,20170824,13.02,13.33,12.9,13.25,153800
MCRI,D,20170824,34.25,34.25,34,34.23,11600
MDCA,D,20170824,10.25,10.35,9.75,9.85,567300
MDCO,D,20170824,36.16,36.47,35.69,35.82,807300
MDGL,D,20170824,16.75,17.4,16.6,16.89,35600
MDGS,D,20170824,1.98,1.98,1.94,1.95,2400
MDIV,D,20170824,18.96,19.04,18.96,18.99,95800
MDLZ,D,20170824,42.99,43.09,41.79,41.88,16105500
MDRX,D,20170824,12.99,13.02,12.8,12.96,866400
MDSO,D,20170824,73.3,73.35,72.35,72.86,211000
MDVX,D,20170824,1.13,1.25,1.13,1.22,55000
MDVXW,D,20170824,0.16,0.18,0.15,0.18,3800
MDWD,D,20170824,6.05,6.2,6.05,6.15,3600
MDXG,D,20170824,16.94,16.975,15.97,16.15,2405400
MEDP,D,20170824,31.74,32.36,31.72,32.24,96400
MEET,D,20170824,3.59,3.59,3.51,3.54,501200
MEIP,D,20170824,2.45,2.58,2.44,2.51,285000
MELI,D,20170824,244.57,245.17,240.635,243.62,528700
MELR,D,20170824,18.05,18.05,17.95,18.05,1400
MEOH,D,20170824,45.5,45.8,45.2,45.25,322700
MERC,D,20170824,10.95,10.95,10.85,10.9,66400
MESO,D,20170824,6.6,6.63,6.27,6.49,66000
METC,D,20170824,7.94,8.04,7.705,7.74,74400
MFIN,D,20170824,2.42,2.45,2.36,2.44,40100
MFINL,D,20170824,23.475,23.475,23.475,23.475,0
MFNC,D,20170824,14.46,14.46,14.46,14.46,0
MFSF,D,20170824,33.7,34.15,33.7,34,4600
MGCD,D,20170824,8.2,8.2,7.9,8,700
MGEE,D,20170824,64.75,64.75,64,64.1,48400
MGEN,D,20170824,8.48,8.48,8.2,8.26,45300
MGI,D,20170824,15.72,15.755,15.67,15.73,148700
MGIC,D,20170824,7.8,7.85,7.75,7.825,15300
MGLN,D,20170824,77.95,78.8,77.6,78.45,84800
MGNX,D,20170824,16.46,17.68,16.46,17.48,294300
MGPI,D,20170824,56.9,58.555,56.57,57.93,196000
MGRC,D,20170824,38.96,39.19,38.5,38.84,36700
MGYR,D,20170824,12.64,12.64,12.64,12.64,0
MHLD,D,20170824,7.35,7.6,7.3,7.4,682800
MICT,D,20170824,0.79,0.79,0.75,0.78,17500
MICTW,D,20170824,0.152,0.155,0.135,0.135,1800
MIDD,D,20170824,117.3,117.98,115.66,115.72,598600
MIII,D,20170824,9.83,9.83,9.83,9.83,0
MIIIU,D,20170824,10.3,10.3,10.3,10.3,0
MIIIW,D,20170824,0.54,0.54,0.5,0.5,1600
MIK,D,20170824,22.52,24.24,20.84,21.27,9043900
MILN,D,20170824,17.54,17.59,17.49,17.505,2600
MIME,D,20170824,27.61,27.82,27.12,27.35,136800
MIND,D,20170824,3.41,3.6,3.24,3.24,11300
MINDP,D,20170824,22.75,22.75,22.75,22.75,300
MINI,D,20170824,28.85,29.15,28.7,28.85,111700
MIRN,D,20170824,1.74,1.74,1.63,1.69,6000
MITK,D,20170824,10.45,10.53,9.875,10.15,453000
MITL,D,20170824,8.15,8.255,8.09,8.18,1616000
MKSI,D,20170824,79.95,80.2,78.75,80,314900
MKTX,D,20170824,194.21,194.65,190.38,190.61,97500
MLAB,D,20170824,130.77,131,129.98,130.33,6600
MLCO,D,20170824,20.86,21.23,20.81,21.21,3331400
MLHR,D,20170824,33.4,33.4,32.825,33.05,371700
MLNK,D,20170824,1.55,1.58,1.54,1.57,192300
MLNX,D,20170824,44.25,44.4,44,44.3,128900
MLVF,D,20170824,23.5,23.5,23.25,23.35,4800
MMAC,D,20170824,24.25,24.3,24.25,24.25,3800
MMDM,D,20170824,9.7,9.74,9.7,9.73,19000
MMDMR,D,20170824,0.42,0.42,0.42,0.42,100
MMDMW,D,20170824,0.6,0.6,0.6,0.6,0
MMLP,D,20170824,17.05,17.25,17.05,17.1,43100
MMSI,D,20170824,41.45,41.5,40.55,40.9,190600
MMYT,D,20170824,30.1,30.95,29.6,30.8,845200
MNDO,D,20170824,2.42,2.45,2.42,2.45,10000
MNGA,D,20170824,0.52,0.53,0.49,0.51,368400
MNKD,D,20170824,1.42,1.52,1.395,1.47,1627300
MNOV,D,20170824,5.13,5.25,5.13,5.23,33200
MNRO,D,20170824,45.35,46.2,45.35,45.8,241800
MNST,D,20170824,55.1,55.24,54.78,54.98,1609300
MNTA,D,20170824,15.85,16,15.65,15.95,323700
MNTX,D,20170824,8.54,8.6,8.3,8.37,53300
MOBL,D,20170824,3.85,3.95,3.8,3.9,1061200
MOFG,D,20170824,32.98,33.405,32.94,33.16,11900
MOMO,D,20170824,37.4,38.28,37.05,37.98,14103800
MORN,D,20170824,81.77,82.02,81.45,81.64,28500
MOSY,D,20170824,1.06,1.35,1.06,1.2,7044400
MOXC,D,20170824,2.91,3,2.91,3,4500
MPAA,D,20170824,25.89,26.18,25.88,25.99,64000
MPAC,D,20170824,9.715,9.715,9.715,9.715,0
MPACU,D,20170824,10.09,10.09,10.09,10.09,0
MPACW,D,20170824,0.49,0.49,0.49,0.49,0
MPB,D,20170824,27.3,27.3,27.3,27.3,1000
MPCT,D,20170824,55.144,55.144,54.985,55.12,3000
MPVD,D,20170824,3.31,3.55,3.31,3.5,23600
MPWR,D,20170824,97.85,99.13,97.49,98.4,255800
MRAM,D,20170824,16.9,17.93,16.33,16.46,298800
MRCC,D,20170824,13.89,14.04,13.76,13.89,112100
MRCY,D,20170824,47.21,47.6,46.55,47.23,313400
MRDN,D,20170824,1.23,1.23,1.09,1.1,9300
